epoch,train_loss,val_loss,train_z_proprio_loss,train_standard_l2_loss,train_bisim_loss,train_bisim_z_dist,train_bisim_r_dist,train_bisim_var_loss,train_bisim_transition_dist,train_bisim_cov_reg,train_bisim_vicreg_inv,train_bisim_vicreg_total,val_z_proprio_loss,val_standard_l2_loss,val_bisim_loss,val_bisim_z_dist,val_bisim_r_dist,val_bisim_var_loss,val_bisim_transition_dist,val_bisim_cov_reg,val_bisim_vicreg_inv,val_bisim_vicreg_total
1,0.5325880842633767,0.6732418132278154,0.24110680111859104,,0.20782569609951265,1.3604206150121028,0.04315832153257757,0.037023063151553126,1.5848658743471202,9.839238002386271e-06,0.0017438877860342364,0.03877678995232771,0.15304073831945095,,0.36172125305769576,1.5506095728784237,0.06868357991553703,0.1766655664398985,1.688960019147621,4.225392066868119e-05,0.010120962482859503,0.18682878422287275
2,0.45873327928014324,0.6682610028194931,0.11667039685025074,,0.1530239797022083,1.6161759298626739,0.05080281208352287,0.03520512721031019,1.7504056819594733,9.578509474126219e-06,0.0020677850219780708,0.037282490449966774,0.0954813764623876,,0.36976231550270655,1.7222907588167011,0.07034820676693376,0.17489081649285443,1.7942946586968764,4.147653120491908e-05,0.011245242003702893,0.18617753628289924
3,0.4151260498136577,0.5924427408092426,0.08039150754413982,,0.1396547663034779,1.6591285122503148,0.05124022825298333,0.03508021857331295,1.7752315603860533,8.777994221283266e-06,0.002133533428192581,0.037222530169062094,0.06668440224427097,,0.34613206701458626,1.731161673113985,0.062455670521506725,0.17466213540086206,1.796622395515442,3.9249876073950394e-05,0.0112989614102638,0.186000349948991
4,0.3537679213108403,0.5217461839037122,0.06229761872846301,,0.13232158400339655,1.6707365911785919,0.048522785151063806,0.03504440366189079,1.7825642047542156,8.323652408681383e-06,0.002148680890550708,0.03720140826731625,0.050175675243701576,,0.3396997148135923,1.7123851326276671,0.0649928184893896,0.17477677734392993,1.7818336689247276,3.742479899335864e-05,0.011177844262488608,0.1859920455037423
5,0.30042061360165623,0.4910664209779703,0.05113837606836073,,0.1266002871612511,1.6800310071152036,0.048915470527982945,0.03502653202798107,1.787346347959915,8.315998879294453e-06,0.0021589168946784323,0.03719376501913118,0.03854527637221903,,0.3497962743606208,1.750581536652907,0.06390486256975048,0.17449476808871864,1.8028374685431428,3.808872617878907e-05,0.011428821252061511,0.18596168143569297
6,0.2685066034593204,0.4587279462589408,0.04353103313853245,,0.12304829307416879,1.6696369548835377,0.04670334934893221,0.03503025804120715,1.7780792736771083,8.164140181539587e-06,0.002154051391684478,0.03719247340565861,0.02928514912162187,,0.3386962329441646,1.7497358367128193,0.06194822911946279,0.1744740352315723,1.8050415785807483,3.754977636694917e-05,0.011423067470907041,0.18593465101044132
7,0.2489959077964915,0.44835530755654823,0.038077117085899455,,0.1197889082797683,1.6812289223812593,0.0445339028161056,0.03502331313372838,1.7859273428964142,8.15975435585588e-06,0.002159685323863189,0.037191157994589004,0.02508847436533784,,0.3387960746603192,1.7287239466073379,0.06487962709001775,0.17481207960056808,1.792904628897613,3.591230758828251e-05,0.011286025462707258,0.18613401983144148
8,0.23674599926660556,0.42843087945344316,0.033862773314265925,,0.11829900418472762,1.68013434787788,0.04726218493784418,0.03499949549389358,1.7832763051042462,8.10604185449613e-06,0.0021722207306930333,0.03717982233455866,0.02148647687204604,,0.3267809832995793,1.6870186598795764,0.0572298027153285,0.1751343841260334,1.7714277056028258,3.322903082661005e-05,0.011012310478484855,0.18617992496715402
9,0.22691045559868955,0.42559160882571956,0.030497666629086626,,0.11629176390643167,1.686247440375904,0.04782231798635261,0.03499655781110915,1.7875182446866933,8.039034002091411e-06,0.0021772801599437646,0.03718187660716548,0.018506028917881678,,0.32702473593208026,1.7076642940629203,0.059775802956999476,0.17480187933399993,1.7769486566759505,3.489998864165929e-05,0.011148368447737873,0.18598514823418744
10,0.21859509930162146,0.421504426677272,0.027769473788909392,,0.11376462829585123,1.696621834877694,0.04630615351961391,0.0349902535871704,1.7941937869138056,8.015142024719757e-06,0.0021829829173217906,0.03718125180590271,0.017244447145681335,,0.3252966173414914,1.705944632584194,0.05822124367333808,0.1747478406946614,1.7769217581119177,3.473205123434968e-05,0.01113378755607695,0.18591636447411664
