epoch,train_loss,val_loss,train_z_proprio_loss,train_standard_l2_loss,train_bisim_loss,train_bisim_z_dist,train_bisim_r_dist,train_bisim_var_loss,train_bisim_transition_dist,train_bisim_cov_reg,train_bisim_vicreg_inv,train_bisim_vicreg_total,val_z_proprio_loss,val_standard_l2_loss,val_bisim_loss,val_bisim_z_dist,val_bisim_r_dist,val_bisim_var_loss,val_bisim_transition_dist,val_bisim_cov_reg,val_bisim_vicreg_inv,val_bisim_vicreg_total
11,0.17719698377174906,0.23104248912829273,0.02554491087425463,,0.07649196236587986,1.683722749559006,0.044964813075885915,0.0,1.7848501115742297,0.0,0.0,0.0,0.015868900326203625,,0.1366929105430279,1.7157517963985227,0.056750099332827444,0.0,1.7835006174051538,0.0,0.0,0.0
12,0.17293108999729156,0.23043405812866283,0.02361347006246595,,0.07572458285358873,1.6869349366367454,0.042131465370997344,0.0,1.7862801525852467,0.0,0.0,0.0,0.01353139082356444,,0.13799143217082294,1.720827026187249,0.05526517830648512,0.0,1.785285675300742,0.0,0.0,0.0
13,0.16845547851949635,0.2279566023147331,0.021990109176033796,,0.07370810625281664,1.6971109775033328,0.038223963120196124,0.0,1.7928269636512983,0.0,0.0,0.0,0.013380901360849165,,0.13538432050988358,1.7074159496235397,0.04695508822376998,0.0,1.7768746974333278,0.0,0.0,0.0
14,0.1642942032306501,0.22629261016845703,0.0205381046722431,,0.07227721909190168,1.7004994080798461,0.04183278274860713,0.0,1.794776698622373,0.0,0.0,0.0,0.01213002805861662,,0.135449636094975,1.6958831436229203,0.05741189181242349,0.0,1.769699049445818,0.0,0.0,0.0
15,0.16135419418316077,0.2260313447353975,0.019177407398819922,,0.07152936131057172,1.7012868135282309,0.04219952214988742,0.0,1.794604222845323,0.0,0.0,0.0,0.011240275523994328,,0.13691189266600698,1.7163917478525414,0.05740529994638461,0.0,1.7858485343321315,0.0,0.0,0.0
16,0.15786057425902622,0.22067925840053917,0.01813802024220476,,0.07019746378801837,1.7114920814438621,0.04225046150755174,0.0,1.8019662724863184,0.0,0.0,0.0,0.01056942573906678,,0.13151889519309098,1.6927121450316231,0.04932525985926952,0.0,1.769741971537752,0.0,0.0,0.0
17,0.15699039443884746,0.21788655080885258,0.01710043244506463,,0.07061390223184434,1.7039763859002897,0.04238571252784516,0.0,1.7968665578577778,0.0,0.0,0.0,0.010387269762467663,,0.1292783648900266,1.6921137818750345,0.0516861840239111,0.0,1.7673700575558644,0.0,0.0,0.0
18,0.15537616588396602,0.21804003164453326,0.016229273377004826,,0.06990837792653849,1.706362805272093,0.0386170937688929,0.0,1.7973325658552717,0.0,0.0,0.0,0.010360183493005779,,0.12856020455090506,1.7123818037644871,0.05295198951970856,0.0,1.7716104534437072,0.0,0.0,0.0
19,0.15257512428382836,0.22160620818722923,0.015415719015025857,,0.06781418277042928,1.709707765532012,0.03881479958348935,0.0,1.7990436166819959,0.0,0.0,0.0,0.009879391508633798,,0.13338513292793958,1.697639231411916,0.04458141144154207,0.0,1.7731631139539323,0.0,0.0,0.0
20,0.1494610362123735,0.21855922212015907,0.01466563412606126,,0.06616264633686826,1.7157598648921097,0.03860370153469024,0.0,1.8023021549281508,0.0,0.0,0.0,0.008634229058856671,,0.12995944720394206,1.7019261774027123,0.044712938719762944,0.0,1.7775853714852963,0.0,0.0,0.0
21,0.14868727168529342,0.22705150297227897,0.01401670982895216,,0.06623650021334686,1.7150701935928647,0.03782357379130208,0.0,1.803467285042942,0.0,0.0,0.0,0.008702318148933491,,0.1377665493285881,1.7425460455552586,0.05492576781027722,0.0,1.792206438082569,0.0,0.0,0.0
22,0.14722466582413948,0.2228170175035045,0.013430353008800805,,0.06521240611477654,1.7224837987729817,0.041926442171529965,0.0,1.8069537833185478,0.0,0.0,0.0,0.009192938521012382,,0.1328582431910173,1.7283105940189,0.05191404386511389,0.0,1.7921163181089006,0.0,0.0,0.0
23,0.14699469067082546,0.2221717637664867,0.012907079751096149,,0.06549052929892989,1.72007525628156,0.03946071631911367,0.0,1.806140112640834,0.0,0.0,0.0,0.00854869801902546,,0.1323012259771239,1.7463476118051782,0.04925120671121579,0.0,1.7918396086063024,0.0,0.0,0.0
24,0.14593146592378617,0.22771122461220003,0.012367664345789073,,0.065389101612981,1.7216742685525723,0.03582695601600232,0.0,1.8070217869069316,0.0,0.0,0.0,0.00829820324368072,,0.1387099578695477,1.747547671479999,0.04662415778861856,0.0,1.8052599430084229,0.0,0.0,0.0
25,0.14338339424074287,0.21496966396862605,0.011893643053377619,,0.06389593527753755,1.7288301545794647,0.036634514672626364,0.0,1.8117731094360352,0.0,0.0,0.0,0.008092133337104658,,0.12704854964647652,1.7271573903425685,0.048571028869669394,0.0,1.7906836901070937,0.0,0.0,0.0
26,0.14046912718527388,0.21812057495117188,0.011454962383918833,,0.062324412041666485,1.7228963254701972,0.035356096683604885,0.0,1.8063051516466802,0.0,0.0,0.0,0.00789507870333937,,0.13073675165761192,1.7094071023869064,0.04408979335061784,0.0,1.7822570688319657,0.0,0.0,0.0
27,0.14019929183886784,0.22419785862823702,0.011104254701202458,,0.062362624605250834,1.7278201242484668,0.03665953333129977,0.0,1.8095457549142366,0.0,0.0,0.0,0.008055061119485576,,0.13503793135004225,1.7403607188530688,0.04607853859241279,0.0,1.7939582635771554,0.0,0.0,0.0
28,0.14067175844223193,0.2201275443131069,0.010754836610712037,,0.06290553180445539,1.7283195320922549,0.03800665233099815,0.0,1.8100194251183237,0.0,0.0,0.0,0.00833211665235038,,0.13016622429186442,1.722695343899277,0.05466286778309435,0.0,1.7838345046313304,0.0,0.0,0.0
29,0.13833793221723914,0.2231849676595544,0.01038641949175018,,0.061093304711993375,1.7277465022436462,0.0385098261113214,0.0,1.808972203849566,0.0,0.0,0.0,0.007645329724083531,,0.13393519242417137,1.7047059311057038,0.04576317902724698,0.0,1.7715460151996252,0.0,0.0,0.0
30,0.1385362202578252,0.21808870305430214,0.010107783574869137,,0.06142080028974774,1.7287519669768834,0.036329725262994814,0.0,1.8098766839150155,0.0,0.0,0.0,0.008611660960288543,,0.12713971509123748,1.7112233503809515,0.04436732927020991,0.0,1.7771063413260118,0.0,0.0,0.0
31,0.1369941794193617,0.22139302542749442,0.009810949472876468,,0.06031639310761844,1.734592552468328,0.036703417944436025,0.0,1.8130316120563168,0.0,0.0,0.0,0.007074049015019862,,0.13170240018165336,1.7299595396473724,0.045201739472038344,0.0,1.7876865571399905,0.0,0.0,0.0
32,0.13617442987933018,0.21868065899273134,0.009537465674894871,,0.0599830901711294,1.7336297216981944,0.03495865639040966,0.0,1.8129391091884952,0.0,0.0,0.0,0.007395397810230278,,0.12933452975637508,1.7240890062080239,0.045748324853912836,0.0,1.7871262599837106,0.0,0.0,0.0
33,0.13607919837283616,0.2172268586900999,0.009304171570088013,,0.06051722859392072,1.7332628528670508,0.03722446286073416,0.0,1.812759259195611,0.0,0.0,0.0,0.007288738109944564,,0.12770777364384453,1.7322690329461727,0.0433424166140129,0.0,1.7911022766581122,0.0,0.0,0.0
34,0.13508588752829204,0.21919560263741691,0.009086229038046728,,0.06003094932230392,1.7347553989674784,0.035664371002723676,0.0,1.8142309231333213,0.0,0.0,0.0,0.007965893335288987,,0.12766328749229322,1.7373317097717862,0.045188216141091204,0.0,1.7962205320034388,0.0,0.0,0.0
35,0.1351703489475911,0.2252213032740467,0.008904104250123595,,0.060285826119603494,1.737638004935614,0.03823703109185295,0.0,1.815978227039375,0.0,0.0,0.0,0.00664440000359461,,0.1332204370003826,1.7504089126047098,0.04727025748283233,0.0,1.8013288142546169,0.0,0.0,0.0
36,0.13337331927648866,0.21649347442500996,0.008662223798398039,,0.059202816691434026,1.7380696941130231,0.0390702788229331,0.0,1.816418176122231,0.0,0.0,0.0,0.006900247985953992,,0.12756572832476418,1.7332494146419022,0.045554659065772905,0.0,1.793645460650606,0.0,0.0,0.0
37,0.1330600861718159,0.22382875264815563,0.008446712367752992,,0.05968309603262656,1.7320758895118638,0.038750223708477353,0.0,1.8107065831080522,0.0,0.0,0.0,0.007381172683792857,,0.13305944218388144,1.7244689397092134,0.04288822317601375,0.0,1.7822282156854306,0.0,0.0,0.0
38,0.1328448471456471,0.21858600147490231,0.008320891878355552,,0.05899102710703812,1.7359403553575572,0.03454133850881959,0.0,1.8140204349366744,0.0,0.0,0.0,0.0073484836743687686,,0.12696349901973075,1.7307424050457072,0.039736690878305794,0.0,1.7933468368818175,0.0,0.0,0.0
39,0.13346303456490582,0.21742901880786103,0.008169041287227728,,0.05963973439861052,1.7400366823271949,0.03673823398012336,0.0,1.8173101281175519,0.0,0.0,0.0,0.006502138564960574,,0.1274139999218707,1.7052471480279598,0.04467408527743141,0.0,1.7658570937390596,0.0,0.0,0.0
40,0.13225778448994796,0.22077933178757722,0.008066219842928176,,0.05849049801726153,1.739321529747236,0.037442504799011914,0.0,1.8157717931388628,0.0,0.0,0.0,0.007773818351539239,,0.12867839325149105,1.7282525840795264,0.04576892658786954,0.0,1.7895124700834166,0.0,0.0,0.0
41,0.13235648417531853,0.22240666004846682,0.007875361152472768,,0.059246363332218464,1.7374887454627763,0.037149446487131685,0.0,1.815549642024654,0.0,0.0,0.0,0.006378875711475903,,0.1301044282626431,1.7413240536203924,0.04269557165087394,0.0,1.7995834755447675,0.0,0.0,0.0
42,0.13008101626788035,0.22011971276886058,0.007747696339161975,,0.05748857785348255,1.7392048351835496,0.036353425747982344,0.0,1.8158653674739422,0.0,0.0,0.0,0.00695785766748606,,0.12827522152999662,1.7638918048930619,0.04791523249081846,0.0,1.807351031393375,0.0,0.0,0.0
43,0.12998112313228077,0.22183904726550263,0.007609181246249983,,0.05800153883450692,1.7369846275537322,0.03829791728075188,0.0,1.8147909589333109,0.0,0.0,0.0,0.006753200603613876,,0.13108564533714978,1.7261749708427574,0.045533963391241036,0.0,1.7809376941536956,0.0,0.0,0.0
44,0.1282458568120947,0.2209187532370945,0.007472846655193532,,0.057032069626568566,1.7408656651430792,0.03844862348298625,0.0,1.8171230852013767,0.0,0.0,0.0,0.006695339930647949,,0.12989386902102884,1.7324169266898677,0.048330334384205205,0.0,1.784753477798318,0.0,0.0,0.0
45,0.12539152842346984,0.21701379963811837,0.00736071534713011,,0.05449580121600982,1.7454578029047145,0.03534548593187096,0.0,1.8186167195291802,0.0,0.0,0.0,0.0068871025698927215,,0.1254954217177517,1.7431146108879234,0.04022532768266381,0.0,1.7966627152460926,0.0,0.0,0.0
46,0.12706053012078353,0.22381284130069445,0.007251458933189659,,0.05648175091436594,1.7447644080265914,0.03470223107476636,0.0,1.8193623103717766,0.0,0.0,0.0,0.007391491641272914,,0.1310147280400654,1.729400376103959,0.04654543200191462,0.0,1.7898375065821521,0.0,0.0,0.0
47,0.12528572718400766,0.21955410461380798,0.0071590516384285275,,0.05497727405538063,1.7469414054757297,0.03848654464403591,0.0,1.819179936918882,0.0,0.0,0.0,0.006909111874916081,,0.12874184352047038,1.7290273769846503,0.04641190575400613,0.0,1.7889411741832517,0.0,0.0,0.0
48,0.12395115521284614,0.21988460337215998,0.0070646240698671574,,0.054394924175916334,1.7504178337531515,0.03818935353198264,0.0,1.8222844270196292,0.0,0.0,0.0,0.006745124358754113,,0.12897322467475567,1.7148015836499773,0.0451845258193196,0.0,1.7827888794665068,0.0,0.0,0.0
49,0.12437710043522392,0.22815518559149975,0.006964364182204008,,0.05528054504037493,1.7461957726148096,0.03535739939918022,0.0,1.8185116713589962,0.0,0.0,0.0,0.005981214722302163,,0.13696830789997894,1.730952798195605,0.04194270689391865,0.0,1.780532625486266,0.0,0.0,0.0
50,0.12515762005702102,0.21906323983984174,0.0068800783697700145,,0.05619276974460866,1.7410537738611203,0.035928315901667764,0.0,1.8157283693256945,0.0,0.0,0.0,0.006493251603799609,,0.12697093216878064,1.739079718319875,0.043799991842429595,0.0,1.7951647178182062,0.0,0.0,0.0
51,0.1253347850524553,0.2228282588832783,0.006831074569669395,,0.05622731570412617,1.7467967923324887,0.03664886910505224,0.0,1.8203972044557628,0.0,0.0,0.0,0.006188522892529672,,0.13037948802394686,1.7226874288522973,0.04294317922080463,0.0,1.7829143146298967,0.0,0.0,0.0
52,0.12463377045817894,0.21532203088391502,0.006790821753110331,,0.05555054822770676,1.7487578606841587,0.036969731766546124,0.0,1.8216594075212384,0.0,0.0,0.0,0.006369178930192061,,0.12270612115005278,1.7040238492893722,0.04515723725956566,0.0,1.7740771972908165,0.0,0.0,0.0
53,0.12292661982597691,0.22250829468358238,0.006697559741205803,,0.05392365255715823,1.750841200469744,0.03702251627893731,0.0,1.8217759148909314,0.0,0.0,0.0,0.0064243096331099295,,0.12778008504296248,1.7394873376162547,0.04311719315372548,0.0,1.791237750143375,0.0,0.0,0.0
54,0.12325601248752953,0.22070924797148075,0.006684409007245656,,0.0542256707454672,1.7518039424820702,0.037863304359045356,0.0,1.823143697729205,0.0,0.0,0.0,0.0065651692643339905,,0.126578004292722,1.7369255997099966,0.04677252773687525,0.0,1.7913223864897243,0.0,0.0,0.0
55,0.12091516313871535,0.21550182182833832,0.006575500625785035,,0.05263886124190718,1.753309971507233,0.03699099062619233,0.0,1.824282722898049,0.0,0.0,0.0,0.006232652435395515,,0.12206196335126769,1.7099666078135651,0.043899348778825883,0.0,1.7780314728898823,0.0,0.0,0.0
56,0.12050875766147481,0.21749981478700098,0.006520496064446645,,0.05271160580070302,1.7556094724352997,0.035208543257253005,0.0,1.8252206290122306,0.0,0.0,0.0,0.006512623684445642,,0.1234358880879744,1.722165267422514,0.04379261425643597,0.0,1.784284402739327,0.0,0.0,0.0
57,0.12046150669898137,0.22627941392502696,0.006515666866435273,,0.05291548811710707,1.7558836507325126,0.033807157352566716,0.0,1.8251893614778425,0.0,0.0,0.0,0.0068077666790417905,,0.13240382637617723,1.7107903777428393,0.04068908436259009,0.0,1.7734782358385481,0.0,0.0,0.0
58,0.12135855739954675,0.22564995738695254,0.006465114613460137,,0.05387042518520709,1.7538117068828922,0.032104992239487054,0.0,1.825028095859112,0.0,0.0,0.0,0.006540114385128583,,0.1312099908882717,1.7161311675917428,0.039347687033268644,0.0,1.778492900560487,0.0,0.0,0.0
59,0.11945901709322883,0.22451600826011514,0.0064219344720834555,,0.05227592764883348,1.7578783693880138,0.03426520152035916,0.0,1.8262226579212906,0.0,0.0,0.0,0.006622428390777336,,0.1292200635345477,1.7236682176589966,0.04207579513906308,0.0,1.7772159194046597,0.0,0.0,0.0
60,0.11848626266611685,0.22721634186663717,0.006364900983943798,,0.05181197601527271,1.7609287731718308,0.0344174469756608,0.0,1.8292328565427571,0.0,0.0,0.0,0.006286030327725523,,0.13240031335713728,1.7328480954440135,0.04044357940273465,0.0,1.788567527285162,0.0,0.0,0.0
61,0.11738218598731674,0.225264051893972,0.006299847903855071,,0.05100614273607141,1.7580946263700428,0.03515113556739127,0.0,1.8246063175767955,0.0,0.0,0.0,0.006721502749846791,,0.12897034664199036,1.7456075717818063,0.0436547198596428,0.0,1.7936309441080633,0.0,0.0,0.0
62,0.11847362406182997,0.22626858190545496,0.006311509927900711,,0.052185367007214246,1.7557483722667884,0.0344546753839396,0.0,1.8239362973978024,0.0,0.0,0.0,0.006891706317030596,,0.13082433730926155,1.7405672298287445,0.042462493451136465,0.0,1.793477712937121,0.0,0.0,0.0
63,0.11864802546725414,0.2222495343325273,0.006262316963275765,,0.053046842708741083,1.749884272565936,0.03506578576225455,0.0,1.8209721532198462,0.0,0.0,0.0,0.006106637629135599,,0.12783702083353726,1.690962332599568,0.03926530680707041,0.0,1.7664014978228875,0.0,0.0,0.0
64,0.11532528103873281,0.22024514034109297,0.006246570842617219,,0.050146815383640846,1.7638188501395802,0.032717281638985816,0.0,1.8299418654772315,0.0,0.0,0.0,0.006754709390115063,,0.12635525709615564,1.7185556978549597,0.03974425532626656,0.0,1.781942626215377,0.0,0.0,0.0
65,0.1156851976519764,0.22163392490935777,0.006215110068937929,,0.050886195189882036,1.7585508596779096,0.031841065417421925,0.0,1.8264811300995327,0.0,0.0,0.0,0.006204975013322425,,0.12734596754582422,1.706644672267842,0.03927015650244254,0.0,1.7743049455138873,0.0,0.0,0.0
66,0.11574496486694506,0.22221492765084752,0.006216760648248515,,0.051255918043379735,1.758157752291991,0.03259502662216673,0.0,1.8263410209429145,0.0,0.0,0.0,0.006588276352663085,,0.1274835153851869,1.7188925293256652,0.041709142684374215,0.0,1.7852079710870419,0.0,0.0,0.0
67,0.115318661883916,0.2223498877489342,0.006165654945307144,,0.05152254421817194,1.756382419567297,0.03496592690670254,0.0,1.8259729772511095,0.0,0.0,0.0,0.006282997343970358,,0.12846805661354424,1.7114689822466869,0.04516933078192315,0.0,1.7768377582981902,0.0,0.0,0.0
68,0.11433331289208762,0.22409852692541085,0.00617090340261117,,0.05063729837241739,1.7589943843312783,0.03480241476087877,0.0,1.825641953355015,0.0,0.0,0.0,0.006727896340823961,,0.12834832887604553,1.7357425307327847,0.04014976533516398,0.0,1.7941721587810877,0.0,0.0,0.0
69,0.11440064612001476,0.21846280795223308,0.006157084365403003,,0.05081756100574932,1.758827518000461,0.031936324609093146,0.0,1.8265631501037296,0.0,0.0,0.0,0.006545767592231058,,0.1248628372010195,1.7011257882388133,0.03643604343370447,0.0,1.7689568749013937,0.0,0.0,0.0
70,0.1133304509195951,0.22081626052001738,0.006124336444911095,,0.05009676883421322,1.7637161292652093,0.03273637155716372,0.0,1.8304463858651643,0.0,0.0,0.0,0.00657081182272929,,0.12556651192453672,1.7223176033991687,0.04166287507088679,0.0,1.7832333726702996,0.0,0.0,0.0
71,0.11433455173922057,0.22732542792581162,0.006178518828225903,,0.05101504420289899,1.7576343652045372,0.03347492556982111,0.0,1.8252958307171812,0.0,0.0,0.0,0.00664943867837483,,0.13136156774916738,1.7368178030229964,0.04073153590818621,0.0,1.7891358137130737,0.0,0.0,0.0
72,0.11425246482733453,0.22476363125837073,0.006154909670943081,,0.050851347408082226,1.7647510035203235,0.03267704793943627,0.0,1.8303321850181806,0.0,0.0,0.0,0.007145172336472655,,0.12798322666928452,1.7219184884485208,0.04025093026740371,0.0,1.7875108786349028,0.0,0.0,0.0
73,0.11320845362278495,0.22465549268812504,0.006129638495679834,,0.050287786904390494,1.762100342476722,0.03465298639223127,0.0,1.8280933746016852,0.0,0.0,0.0,0.006951107933484721,,0.12699820312126628,1.7545339161494993,0.04382665775153997,0.0,1.8000154360285345,0.0,0.0,0.0
74,0.11223366605763388,0.21863730223673694,0.0061348516807550255,,0.04924094879464938,1.7625614145014545,0.034556615168210306,0.0,1.828003734409219,0.0,0.0,0.0,0.006751770918029097,,0.12234562705710249,1.7106842387397334,0.04219083245492206,0.0,1.7761300667276922,0.0,0.0,0.0
75,0.11260126277361766,0.21399834780198224,0.0061076937049701074,,0.0502521005560561,1.7619531112142128,0.03518941445589656,0.0,1.82882502787184,0.0,0.0,0.0,0.006752912578928583,,0.11832828651059349,1.7154501946467273,0.04240864314982351,0.0,1.7781910019100837,0.0,0.0,0.0
76,0.11187457523428568,0.21973309764322244,0.006104741712091583,,0.050032072543802826,1.762661581700391,0.0364205293209836,0.0,1.828750711148328,0.0,0.0,0.0,0.006883426586974342,,0.12267148199508775,1.7271996804003447,0.0449021559138343,0.0,1.7865719930180963,0.0,0.0,0.0
77,0.11050099104937941,0.2252636135749097,0.006105400961224396,,0.048444890271466555,1.7679226374862218,0.035533752248133765,0.0,1.831744112354694,0.0,0.0,0.0,0.0068820283818497975,,0.12816314849088778,1.7459764413113863,0.046184098137156016,0.0,1.8015124595390175,0.0,0.0,0.0
78,0.11115449183058031,0.22045812826111633,0.006113866814366072,,0.04903108498247543,1.7674154203717072,0.03695617323685991,0.0,1.8315242361314226,0.0,0.0,0.0,0.007348131458714323,,0.12213865203677483,1.7166650902550176,0.04256854375016014,0.0,1.7745886163891487,0.0,0.0,0.0
79,0.11114721793939572,0.2226847840367623,0.006135508401485363,,0.049304271275454226,1.766353682716294,0.03554296186654875,0.0,1.8306292481941753,0.0,0.0,0.0,0.007078914586806072,,0.12577772759041697,1.7270485095258028,0.04631615447688778,0.0,1.7863953968264021,0.0,0.0,0.0
80,0.11189531490649327,0.22455602856177204,0.006169725305373126,,0.04990349894776793,1.765956436761535,0.03488879626856582,0.0,1.8306085272590713,0.0,0.0,0.0,0.006947193373838124,,0.1258620174144799,1.7037806420956019,0.0446126945668234,0.0,1.7692873995259124,0.0,0.0,0.0
81,0.11101335959859414,0.22183699540372165,0.006141467098294213,,0.049265735718135785,1.7693124820690345,0.03644952526924634,0.0,1.8336572876070987,0.0,0.0,0.0,0.006991981836211569,,0.12381053575367298,1.7329834429722912,0.04317123235537196,0.0,1.7858287658331529,0.0,0.0,0.0
82,0.10899933873131723,0.2247484601893515,0.006143096283004425,,0.04775648900482914,1.7731732491219399,0.036581640472949144,0.0,1.8356226248316245,0.0,0.0,0.0,0.0070555558041581565,,0.1263004275706579,1.7338525304254495,0.043411619855829,0.0,1.7874741711706486,0.0,0.0,0.0
83,0.10877908422510223,0.22043863388727297,0.006113777027493066,,0.047529658048164725,1.7724677949848742,0.03447211668042853,0.0,1.8353808794871416,0.0,0.0,0.0,0.0071404176008588865,,0.12246929994731579,1.7214461520033062,0.043735600445630414,0.0,1.7861581455986455,0.0,0.0,0.0
84,0.10817008734044462,0.2226397544145584,0.006111601175795687,,0.047424214798035005,1.7720158787056952,0.03773507023654362,0.0,1.8348772974297551,0.0,0.0,0.0,0.007147008359853951,,0.12323564501865855,1.7246180660319779,0.046622028293193514,0.0,1.7843590794869189,0.0,0.0,0.0
